id,time
0,1.6128735909179177
1,7.0094563351517625
2,0.5259184634456129
3,2.360372065226237
4,2.133880016709423
5,6.9781527092366
6,2.795947734335766
7,0.4837404727000221
8,15.205762050390243
9,0.4611829868595466
10,5.762628967285156
11,15.786185494422913
12,1.299226583680274
13,24.979407579422
14,0.4625803724381659
15,0.8537674840091135
16,0.7853043244317884
17,11.306117039982478
18,3.5055279582918906
19,1.4782651754621012
20,0.3170826599160774
21,0.7362154735360829
22,0.7565268737814989
23,0.9852247882845973
24,1.911824892596369
25,9.301951682090762
26,1.2593331333977
27,5.608787323427201
28,2.0878463875607376
29,3.6007831632104272
30,14.096646687221527
31,4.748804602567354
32,1.1105074262549008
33,8.04728240656058
34,7.252895573870341
35,1.2524338020049908
36,3.520904608092423
37,2.943308667498543
38,1.1128868029779173
39,1.4002017330551906
40,4.815612383937837
41,8.343015494473777
42,1.4253747936292214
43,10.879591692924501
44,1.6943084336227843
45,5.100252873795373
46,3.3247239493413403
47,1.1433507820856001
48,7.0731506167722475
49,0.8547604905310132
50,0.25214794698007525
51,13.205717151880265
52,0.20633100404990531
53,5.741656023868869
54,13.007450547059378
55,0.49861512709023453
56,1.3912190966842015
57,0.8611996973017938
58,1.105234476342273
59,1.4600485173935511
60,1.86134581042609
61,4.210642290511397
62,0.7848070184368077
63,7.577862618215879
64,2.888658645777475
65,12.767704184055328
66,0.9327406889086677
67,0.33277557889828163
68,8.355935461759568
69,0.6689545845038077
70,0.371261684986597
71,1.2478148281481531
72,14.597184807856879
73,0.5721228228585886
74,4.808074512232485
75,7.5325733226140335
76,1.88014347506894
77,5.766084333177355
78,3.304770596168305
79,1.2215593824957358
80,8.905899966319403
81,9.781546555352211
82,11.447801047611238
83,1.1822682635774575
84,0.9010646261101679
85,4.091197544495264
86,6.623887906710307
87,0.4339622098625889
88,7.008783319620291
89,0.47178138572443173
90,3.354387148705083
91,0.7522704952448364
92,2.614211714585622
93,8.926549684524536
94,6.82691921877572
95,4.0276458730759215
96,26.28352032470703
97,0.3248970477190966
98,0.8311388818613226
99,0.4617058817227682
